family,query_id,schema_name,retrieval_correct,grounding_mode,param_coverage,type_match,key_overlap,instantiation_approx,error_type
Energy / Environment,nlp4lp_test_70,nlp4lp_test_70,1,constrained,0.750,0.833,1.000,0,none
Energy / Environment,nlp4lp_test_70,nlp4lp_test_70,1,opt_role_repair,1.000,0.625,1.000,0,none
Energy / Environment,nlp4lp_test_70,nlp4lp_test_70,1,global_compat_full,0.875,0.714,1.000,1,none
Energy / Environment,nlp4lp_test_70,nlp4lp_test_70,1,semantic_ir_repair,0.875,0.714,1.000,1,none
Facility Location,nlp4lp_test_203,nlp4lp_test_203,1,tfidf_greedy,1.000,0.333,1.000,0,type_mismatch
Facility Location,nlp4lp_test_203,nlp4lp_test_203,1,constrained,1.000,0.000,1.000,0,type_mismatch
Facility Location,nlp4lp_test_203,nlp4lp_test_203,1,opt_role_repair,1.000,0.000,1.000,0,type_mismatch
Facility Location,nlp4lp_test_203,nlp4lp_test_203,1,global_compat_full,1.000,0.000,1.000,0,type_mismatch
Facility Location,nlp4lp_test_203,nlp4lp_test_203,1,semantic_ir_repair,1.000,0.000,1.000,0,type_mismatch
Facility Location,nlp4lp_test_294,nlp4lp_test_294,1,tfidf_greedy,0.500,1.000,1.000,0,none
Facility Location,nlp4lp_test_294,nlp4lp_test_294,1,constrained,0.500,1.000,1.000,0,none
Facility Location,nlp4lp_test_294,nlp4lp_test_294,1,opt_role_repair,0.000,0.000,1.000,0,low_param_coverage
Facility Location,nlp4lp_test_294,nlp4lp_test_294,1,global_compat_full,0.000,0.000,1.000,0,low_param_coverage
Facility Location,nlp4lp_test_294,nlp4lp_test_294,1,semantic_ir_repair,0.000,0.000,1.000,0,low_param_coverage
Healthcare / Medical,nlp4lp_test_114,nlp4lp_test_114,1,tfidf_greedy,1.000,0.400,1.000,0,type_mismatch
Healthcare / Medical,nlp4lp_test_114,nlp4lp_test_114,1,constrained,1.000,0.400,1.000,0,type_mismatch
Healthcare / Medical,nlp4lp_test_114,nlp4lp_test_114,1,opt_role_repair,0.800,0.500,1.000,0,none
Healthcare / Medical,nlp4lp_test_114,nlp4lp_test_114,1,global_compat_full,0.800,0.250,1.000,0,type_mismatch
Healthcare / Medical,nlp4lp_test_114,nlp4lp_test_114,1,semantic_ir_repair,0.800,0.500,1.000,0,none
Healthcare / Medical,nlp4lp_test_119,nlp4lp_test_119,1,tfidf_greedy,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_119,nlp4lp_test_119,1,constrained,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_119,nlp4lp_test_119,1,opt_role_repair,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_119,nlp4lp_test_119,1,global_compat_full,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_119,nlp4lp_test_119,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_129,nlp4lp_test_129,1,tfidf_greedy,1.000,0.250,1.000,0,type_mismatch
Healthcare / Medical,nlp4lp_test_129,nlp4lp_test_129,1,constrained,0.250,1.000,1.000,0,low_param_coverage
Healthcare / Medical,nlp4lp_test_129,nlp4lp_test_129,1,opt_role_repair,1.000,0.250,1.000,0,type_mismatch
Healthcare / Medical,nlp4lp_test_129,nlp4lp_test_129,1,global_compat_full,0.375,0.667,1.000,0,low_param_coverage
Healthcare / Medical,nlp4lp_test_129,nlp4lp_test_129,1,semantic_ir_repair,0.250,1.000,1.000,0,low_param_coverage
Healthcare / Medical,nlp4lp_test_137,nlp4lp_test_137,1,tfidf_greedy,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_137,nlp4lp_test_137,1,constrained,1.000,0.800,1.000,1,none
Healthcare / Medical,nlp4lp_test_137,nlp4lp_test_137,1,opt_role_repair,1.000,0.800,1.000,1,none
Healthcare / Medical,nlp4lp_test_137,nlp4lp_test_137,1,global_compat_full,1.000,0.800,1.000,1,none
Healthcare / Medical,nlp4lp_test_137,nlp4lp_test_137,1,semantic_ir_repair,1.000,0.800,1.000,1,none
Healthcare / Medical,nlp4lp_test_15,nlp4lp_test_15,1,tfidf_greedy,1.000,0.875,1.000,1,none
Healthcare / Medical,nlp4lp_test_15,nlp4lp_test_15,1,constrained,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_15,nlp4lp_test_15,1,opt_role_repair,0.875,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_15,nlp4lp_test_15,1,global_compat_full,0.875,0.714,1.000,1,none
Healthcare / Medical,nlp4lp_test_15,nlp4lp_test_15,1,semantic_ir_repair,0.875,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_24,nlp4lp_test_24,0,tfidf_greedy,0.000,0.000,0.000,0,retrieval_miss
Healthcare / Medical,nlp4lp_test_24,nlp4lp_test_24,0,constrained,0.000,0.000,0.000,0,retrieval_miss
Healthcare / Medical,nlp4lp_test_24,nlp4lp_test_24,0,opt_role_repair,0.000,0.000,0.000,0,retrieval_miss
Healthcare / Medical,nlp4lp_test_24,nlp4lp_test_24,0,global_compat_full,0.000,0.000,0.000,0,retrieval_miss
Healthcare / Medical,nlp4lp_test_24,nlp4lp_test_24,0,semantic_ir_repair,0.000,0.000,0.000,0,retrieval_miss
Healthcare / Medical,nlp4lp_test_89,nlp4lp_test_89,1,tfidf_greedy,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_89,nlp4lp_test_89,1,constrained,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_89,nlp4lp_test_89,1,opt_role_repair,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_89,nlp4lp_test_89,1,global_compat_full,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_89,nlp4lp_test_89,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_98,nlp4lp_test_98,1,tfidf_greedy,0.800,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_98,nlp4lp_test_98,1,constrained,0.800,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_98,nlp4lp_test_98,1,opt_role_repair,0.800,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_98,nlp4lp_test_98,1,global_compat_full,0.800,0.750,1.000,1,none
Healthcare / Medical,nlp4lp_test_98,nlp4lp_test_98,1,semantic_ir_repair,0.800,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_99,nlp4lp_test_99,1,tfidf_greedy,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_99,nlp4lp_test_99,1,constrained,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_99,nlp4lp_test_99,1,opt_role_repair,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_99,nlp4lp_test_99,1,global_compat_full,1.000,1.000,1.000,1,none
Healthcare / Medical,nlp4lp_test_99,nlp4lp_test_99,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_237,nlp4lp_test_237,1,tfidf_greedy,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_237,nlp4lp_test_237,1,constrained,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_237,nlp4lp_test_237,1,opt_role_repair,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_237,nlp4lp_test_237,1,global_compat_full,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_237,nlp4lp_test_237,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_242,nlp4lp_test_242,1,tfidf_greedy,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_242,nlp4lp_test_242,1,constrained,1.000,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_242,nlp4lp_test_242,1,opt_role_repair,0.800,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_242,nlp4lp_test_242,1,global_compat_full,0.800,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_242,nlp4lp_test_242,1,semantic_ir_repair,0.800,1.000,1.000,1,none
Investment / Portfolio,nlp4lp_test_282,nlp4lp_test_282,1,tfidf_greedy,1.000,0.500,1.000,0,none
Investment / Portfolio,nlp4lp_test_282,nlp4lp_test_282,1,constrained,1.000,0.500,1.000,0,none
Investment / Portfolio,nlp4lp_test_282,nlp4lp_test_282,1,opt_role_repair,1.000,0.500,1.000,0,none
Investment / Portfolio,nlp4lp_test_282,nlp4lp_test_282,1,global_compat_full,1.000,0.500,1.000,0,none
Investment / Portfolio,nlp4lp_test_282,nlp4lp_test_282,1,semantic_ir_repair,1.000,0.500,1.000,0,none
Knapsack / Packing,nlp4lp_test_300,nlp4lp_test_300,1,tfidf_greedy,0.500,1.000,1.000,0,none
Knapsack / Packing,nlp4lp_test_300,nlp4lp_test_300,1,constrained,0.500,1.000,1.000,0,none
Knapsack / Packing,nlp4lp_test_300,nlp4lp_test_300,1,opt_role_repair,0.000,0.000,1.000,0,low_param_coverage
Knapsack / Packing,nlp4lp_test_300,nlp4lp_test_300,1,global_compat_full,0.000,0.000,1.000,0,low_param_coverage
Knapsack / Packing,nlp4lp_test_300,nlp4lp_test_300,1,semantic_ir_repair,0.000,0.000,1.000,0,low_param_coverage
Network / Flow,nlp4lp_test_166,nlp4lp_test_166,1,tfidf_greedy,0.750,0.000,1.000,0,type_mismatch
Network / Flow,nlp4lp_test_166,nlp4lp_test_166,1,constrained,0.500,0.000,1.000,0,type_mismatch
Network / Flow,nlp4lp_test_166,nlp4lp_test_166,1,opt_role_repair,0.750,0.000,1.000,0,type_mismatch
Network / Flow,nlp4lp_test_166,nlp4lp_test_166,1,global_compat_full,0.750,0.000,1.000,0,type_mismatch
Network / Flow,nlp4lp_test_166,nlp4lp_test_166,1,semantic_ir_repair,0.500,0.000,1.000,0,type_mismatch
Network / Flow,nlp4lp_test_328,nlp4lp_test_328,1,tfidf_greedy,1.000,0.600,1.000,0,none
Network / Flow,nlp4lp_test_328,nlp4lp_test_328,1,constrained,1.000,0.600,1.000,0,none
Network / Flow,nlp4lp_test_328,nlp4lp_test_328,1,opt_role_repair,1.000,0.600,1.000,0,none
Network / Flow,nlp4lp_test_328,nlp4lp_test_328,1,global_compat_full,1.000,0.600,1.000,0,none
Network / Flow,nlp4lp_test_328,nlp4lp_test_328,1,semantic_ir_repair,0.600,1.000,1.000,0,none
Other LP / Optimization,nlp4lp_test_128,nlp4lp_test_128,1,tfidf_greedy,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_128,nlp4lp_test_128,1,constrained,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_128,nlp4lp_test_128,1,opt_role_repair,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_128,nlp4lp_test_128,1,global_compat_full,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_128,nlp4lp_test_128,1,semantic_ir_repair,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_136,nlp4lp_test_136,1,tfidf_greedy,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_136,nlp4lp_test_136,1,constrained,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_136,nlp4lp_test_136,1,opt_role_repair,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_136,nlp4lp_test_136,1,global_compat_full,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_136,nlp4lp_test_136,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_144,nlp4lp_test_144,1,tfidf_greedy,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_144,nlp4lp_test_144,1,constrained,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_144,nlp4lp_test_144,1,opt_role_repair,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_144,nlp4lp_test_144,1,global_compat_full,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_144,nlp4lp_test_144,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_146,nlp4lp_test_146,1,tfidf_greedy,0.800,0.500,1.000,0,none
Other LP / Optimization,nlp4lp_test_146,nlp4lp_test_146,1,constrained,0.600,0.667,1.000,0,none
Other LP / Optimization,nlp4lp_test_146,nlp4lp_test_146,1,opt_role_repair,0.800,0.500,1.000,0,none
Other LP / Optimization,nlp4lp_test_146,nlp4lp_test_146,1,global_compat_full,0.800,0.500,1.000,0,none
Other LP / Optimization,nlp4lp_test_146,nlp4lp_test_146,1,semantic_ir_repair,0.600,0.667,1.000,0,none
Other LP / Optimization,nlp4lp_test_153,nlp4lp_test_153,1,tfidf_greedy,0.875,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_153,nlp4lp_test_153,1,constrained,0.875,0.857,1.000,1,none
Other LP / Optimization,nlp4lp_test_153,nlp4lp_test_153,1,opt_role_repair,0.875,0.857,1.000,1,none
Other LP / Optimization,nlp4lp_test_153,nlp4lp_test_153,1,global_compat_full,0.875,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_153,nlp4lp_test_153,1,semantic_ir_repair,0.875,0.857,1.000,1,none
Other LP / Optimization,nlp4lp_test_154,nlp4lp_test_154,1,tfidf_greedy,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_154,nlp4lp_test_154,1,constrained,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_154,nlp4lp_test_154,1,opt_role_repair,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_154,nlp4lp_test_154,1,global_compat_full,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_154,nlp4lp_test_154,1,semantic_ir_repair,0.857,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_158,nlp4lp_test_158,1,tfidf_greedy,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_158,nlp4lp_test_158,1,constrained,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_158,nlp4lp_test_158,1,opt_role_repair,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_158,nlp4lp_test_158,1,global_compat_full,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_158,nlp4lp_test_158,1,semantic_ir_repair,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_159,nlp4lp_test_159,1,tfidf_greedy,0.857,0.667,1.000,0,none
Other LP / Optimization,nlp4lp_test_159,nlp4lp_test_159,1,constrained,0.857,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_159,nlp4lp_test_159,1,opt_role_repair,0.857,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_159,nlp4lp_test_159,1,global_compat_full,0.857,0.667,1.000,0,none
Other LP / Optimization,nlp4lp_test_159,nlp4lp_test_159,1,semantic_ir_repair,0.857,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_174,nlp4lp_test_174,1,tfidf_greedy,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_174,nlp4lp_test_174,1,constrained,1.000,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_174,nlp4lp_test_174,1,opt_role_repair,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_174,nlp4lp_test_174,1,global_compat_full,1.000,1.000,1.000,1,none
Other LP / Optimization,nlp4lp_test_174,nlp4lp_test_174,1,semantic_ir_repair,1.000,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_184,nlp4lp_test_184,1,tfidf_greedy,1.000,0.571,1.000,0,none
Other LP / Optimization,nlp4lp_test_184,nlp4lp_test_184,1,constrained,0.714,0.800,1.000,0,none
Other LP / Optimization,nlp4lp_test_184,nlp4lp_test_184,1,opt_role_repair,0.857,0.500,1.000,0,none
Other LP / Optimization,nlp4lp_test_184,nlp4lp_test_184,1,global_compat_full,0.857,0.500,1.000,0,none
Other LP / Optimization,nlp4lp_test_184,nlp4lp_test_184,1,semantic_ir_repair,0.714,0.600,1.000,0,none
Other LP / Optimization,nlp4lp_test_226,nlp4lp_test_226,1,tfidf_greedy,1.000,0.857,1.000,1,none
Other LP / Optimization,nlp4lp_test_226,nlp4lp_test_226,1,constrained,1.000,0.857,1.000,1,none
Other LP / Optimization,nlp4lp_test_226,nlp4lp_test_226,1,opt_role_repair,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_226,nlp4lp_test_226,1,global_compat_full,0.857,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_226,nlp4lp_test_226,1,semantic_ir_repair,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_252,nlp4lp_test_252,1,tfidf_greedy,1.000,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_252,nlp4lp_test_252,1,constrained,1.000,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_252,nlp4lp_test_252,1,opt_role_repair,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_252,nlp4lp_test_252,1,global_compat_full,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_252,nlp4lp_test_252,1,semantic_ir_repair,0.800,0.750,1.000,1,none
Other LP / Optimization,nlp4lp_test_258,nlp4lp_test_258,1,tfidf_greedy,1.000,0.714,1.000,1,none
Other LP / Optimization,nlp4lp_test_258,nlp4lp_test_258,1,constrained,0.714,1.000,1.000,0,none
Other LP / Optimization,nlp4lp_test_258,nlp4lp_test_258,1,opt_role_repair,0.714,1.000,1.000,0,none
Other LP / Optimization,nlp4lp_test_258,nlp4lp_test_258,1,global_compat_full,0.714,0.800,1.000,0,none
Other LP / Optimization,nlp4lp_test_258,nlp4lp_test_258,1,semantic_ir_repair,0.714,1.000,1.000,0,none
Other LP / Optimization,nlp4lp_test_295,nlp4lp_test_295,1,tfidf_greedy,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_295,nlp4lp_test_295,1,constrained,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_295,nlp4lp_test_295,1,opt_role_repair,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_295,nlp4lp_test_295,1,global_compat_full,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_295,nlp4lp_test_295,1,semantic_ir_repair,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_296,nlp4lp_test_296,1,tfidf_greedy,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_296,nlp4lp_test_296,1,constrained,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_296,nlp4lp_test_296,1,opt_role_repair,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_296,nlp4lp_test_296,1,global_compat_full,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_296,nlp4lp_test_296,1,semantic_ir_repair,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_297,nlp4lp_test_297,1,tfidf_greedy,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_297,nlp4lp_test_297,1,constrained,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_297,nlp4lp_test_297,1,opt_role_repair,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_297,nlp4lp_test_297,1,global_compat_full,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_297,nlp4lp_test_297,1,semantic_ir_repair,0.000,0.000,1.000,0,low_param_coverage
Other LP / Optimization,nlp4lp_test_46,nlp4lp_test_46,1,tfidf_greedy,1.000,0.667,1.000,0,none
Other LP / Optimization,nlp4lp_test_46,nlp4lp_test_46,1,constrained,0.667,1.000,1.000,0,none
Other LP / Optimization,nlp4lp_test_46,nlp4lp_test_46,1,opt_role_repair,1.000,0.667,1.000,0,none
Other LP / Optimization,nlp4lp_test_46,nlp4lp_test_46,1,global_compat_full,0.833,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_46,nlp4lp_test_46,1,semantic_ir_repair,0.667,1.000,1.000,0,none
Other LP / Optimization,nlp4lp_test_61,nlp4lp_test_61,1,tfidf_greedy,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_61,nlp4lp_test_61,1,constrained,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_61,nlp4lp_test_61,1,opt_role_repair,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_61,nlp4lp_test_61,1,global_compat_full,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_61,nlp4lp_test_61,1,semantic_ir_repair,1.000,0.833,1.000,1,none
Other LP / Optimization,nlp4lp_test_77,nlp4lp_test_77,1,tfidf_greedy,1.000,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_77,nlp4lp_test_77,1,constrained,1.000,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_77,nlp4lp_test_77,1,opt_role_repair,1.000,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_77,nlp4lp_test_77,1,global_compat_full,1.000,0.800,1.000,1,none
Other LP / Optimization,nlp4lp_test_77,nlp4lp_test_77,1,semantic_ir_repair,1.000,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_0,nlp4lp_test_0,1,tfidf_greedy,1.000,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_0,nlp4lp_test_0,1,constrained,1.000,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_0,nlp4lp_test_0,1,opt_role_repair,0.800,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_0,nlp4lp_test_0,1,global_compat_full,0.800,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_0,nlp4lp_test_0,1,semantic_ir_repair,0.800,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_1,nlp4lp_test_1,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_1,nlp4lp_test_1,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_1,nlp4lp_test_1,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_1,nlp4lp_test_1,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_1,nlp4lp_test_1,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_10,nlp4lp_test_10,1,tfidf_greedy,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_10,nlp4lp_test_10,1,constrained,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_10,nlp4lp_test_10,1,opt_role_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_10,nlp4lp_test_10,1,global_compat_full,0.750,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_10,nlp4lp_test_10,1,semantic_ir_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_101,nlp4lp_test_101,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_101,nlp4lp_test_101,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_101,nlp4lp_test_101,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_101,nlp4lp_test_101,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_101,nlp4lp_test_101,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_102,nlp4lp_test_102,1,tfidf_greedy,1.000,1.000,0.429,1,none
Production Planning / LP,nlp4lp_test_102,nlp4lp_test_102,1,constrained,1.000,0.667,0.429,0,none
Production Planning / LP,nlp4lp_test_102,nlp4lp_test_102,1,opt_role_repair,1.000,1.000,0.429,1,none
Production Planning / LP,nlp4lp_test_102,nlp4lp_test_102,1,global_compat_full,1.000,1.000,0.429,1,none
Production Planning / LP,nlp4lp_test_102,nlp4lp_test_102,1,semantic_ir_repair,1.000,1.000,0.429,1,none
Production Planning / LP,nlp4lp_test_105,nlp4lp_test_105,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_105,nlp4lp_test_105,1,constrained,1.000,0.333,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_105,nlp4lp_test_105,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_105,nlp4lp_test_105,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_105,nlp4lp_test_105,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_107,nlp4lp_test_107,1,tfidf_greedy,0.900,0.778,1.000,1,none
Production Planning / LP,nlp4lp_test_107,nlp4lp_test_107,1,constrained,0.900,0.778,1.000,1,none
Production Planning / LP,nlp4lp_test_107,nlp4lp_test_107,1,opt_role_repair,0.900,0.778,1.000,1,none
Production Planning / LP,nlp4lp_test_107,nlp4lp_test_107,1,global_compat_full,0.900,0.778,1.000,1,none
Production Planning / LP,nlp4lp_test_107,nlp4lp_test_107,1,semantic_ir_repair,0.900,0.778,1.000,1,none
Production Planning / LP,nlp4lp_test_108,nlp4lp_test_108,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_108,nlp4lp_test_108,1,constrained,1.000,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_108,nlp4lp_test_108,1,opt_role_repair,0.800,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_108,nlp4lp_test_108,1,global_compat_full,0.800,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_108,nlp4lp_test_108,1,semantic_ir_repair,0.800,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_109,nlp4lp_test_109,1,tfidf_greedy,1.000,0.250,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_109,nlp4lp_test_109,1,constrained,0.250,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_109,nlp4lp_test_109,1,opt_role_repair,1.000,0.250,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_109,nlp4lp_test_109,1,global_compat_full,0.375,0.667,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_109,nlp4lp_test_109,1,semantic_ir_repair,0.250,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_11,nlp4lp_test_11,1,tfidf_greedy,1.000,0.875,1.000,1,none
Production Planning / LP,nlp4lp_test_11,nlp4lp_test_11,1,constrained,1.000,0.875,1.000,1,none
Production Planning / LP,nlp4lp_test_11,nlp4lp_test_11,1,opt_role_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_11,nlp4lp_test_11,1,global_compat_full,0.750,0.833,1.000,0,none
Production Planning / LP,nlp4lp_test_11,nlp4lp_test_11,1,semantic_ir_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_111,nlp4lp_test_111,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_111,nlp4lp_test_111,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_111,nlp4lp_test_111,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_111,nlp4lp_test_111,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_111,nlp4lp_test_111,1,semantic_ir_repair,1.000,1.000,1.000,1,none
