problem_id,slot,expected_type,gold_value,selected_raw,selected_value,selected_kind,selected_type_match,gold_extracted_initial,gold_available_at_slot,compatible_available_at_slot,candidates_initial,candidates_before_slot,root_cause
nlp4lp_test_284,SellPrice,currency,150.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,MaxVegRefiningPerMonth,float,200.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,MaxNonVegRefiningPerMonth,float,250.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,StorageSize,float,1000.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,StorageCost,currency,5.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,MaxHardness,float,6.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,MinHardness,float,3.0,,,,0,1,0,0,2,0,DUPLICATE_REUSE_REQUIREMENT
nlp4lp_test_284,InitialAmount,float,500.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_284,MinUsage,float,20.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_285,NumProducts,int,7.0,100,100.0,int,1,0,0,1,3,3,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_285,NumMachinesTypes,int,5.0,24,24.0,int,1,0,0,1,3,2,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_285,NumPeriods,int,6.0,six,6.0,int,1,1,1,1,3,1,OTHER
nlp4lp_test_285,StorePrice,currency,0.5,,,,0,0,0,0,3,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_285,KeepQuantity,float,100.0,,,,0,1,0,0,3,0,DUPLICATE_REUSE_REQUIREMENT
nlp4lp_test_285,NumWorkHours,int,8.0,,,,0,0,0,0,3,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_289,K,float,4.0,two,2.0,int,1,0,0,1,3,3,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_289,MaxWork,float,3.0,one,1.0,int,1,0,0,1,3,2,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_289,NumYears,int,5.0,half,0.5,percent,0,0,0,0,3,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_289,Price,currency,10.0,,,,0,0,0,0,3,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_289,Discount,int,0.1,,,,0,0,0,0,3,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_294,K,float,5.0,three,3.0,int,1,0,0,1,1,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_294,L,float,3.0,,,,0,1,0,0,1,0,DUPLICATE_REUSE_REQUIREMENT
nlp4lp_test_295,K,float,19.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_296,NumObs,int,19.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_297,K,float,19.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_298,T,float,5.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_298,K,float,3.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_300,C,float,10.0,one,1.0,int,1,0,0,1,1,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_300,NumItems,int,2.0,,,,0,0,0,0,1,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_301,K,float,3.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_301,M,float,2.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_302,Capacity,float,10.0,one,1.0,int,1,0,0,1,1,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_302,HoldingCost,currency,2.0,,,,0,0,0,0,1,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_302,NumPeriods,int,3.0,,,,0,0,0,0,1,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_303,AlloyQuantity,float,1000.0,1.0,1.0,int,1,0,0,1,2,2,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_303,NumMetals,int,2.0,0,0.0,int,1,0,0,1,2,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_303,NumAlloys,int,5.0,,,,0,0,0,0,2,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_304,K,float,5.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_304,S,float,2.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_305,MaxRegularAmount,float,5.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_305,CostRegular,currency,10.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_305,CostOvertime,currency,12.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_305,StoreCost,currency,1.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_305,NumMonths,int,3.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_306,WorkingDays,int,5.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_306,RestingDays,int,2.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_306,Days,int,6.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,SteelQuantity,float,1000.0,million,1000000.0,int,1,1,1,1,5,5,OTHER_WRONG_VALUE_READY_NEUTRAL
nlp4lp_test_307,ManganesePercent,percent,0.45,million,1000000.0,currency,0,0,0,0,5,4,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,SiliconMinPercent,percent,3.25,million,1000000.0,int,0,0,0,0,5,3,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,SiliconMaxPercent,percent,5.0,million,1000000.0,int,0,0,0,0,5,2,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,NumMinerals,int,3.0,thousand,1000.0,int,1,0,0,1,5,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,ManganesePrice,currency,8.0,,,,0,0,0,0,5,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,SellingPrice,currency,0.45,,,,0,0,0,0,5,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_307,MeltingPrice,currency,0.005,,,,0,0,0,0,5,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_308,Capacity,float,3.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_308,NumFiles,int,5.0,,,,0,0,0,0,0,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_309,I,float,3.0,two,2.0,int,1,0,0,1,1,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_309,J,float,3.0,,,,0,0,0,0,1,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_309,Price,currency,3.0,,,,0,0,0,0,1,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_320,NumTerminals,int,3.0,1,1.0,int,1,0,0,1,1,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_320,NumDestinations,int,4.0,,,,0,0,0,0,1,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,T,float,4.0,1,1.0,int,1,0,0,1,5,5,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,HoldingCost,currency,20.0,1,1.0,int,1,0,0,1,5,4,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,MaxContainer,float,500.0,1,1.0,int,1,0,0,1,5,3,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,InitContainer,float,200.0,1,1.0,int,1,0,0,1,5,2,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,NumCranes,int,4.0,1,1.0,int,1,0,0,1,5,1,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,CraneCapacity,float,200.0,,,,0,0,0,0,5,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
nlp4lp_test_324,CraneCost,currency,1000.0,,,,0,0,0,0,5,0,SCHEMA_SLOT_REPRESENTATION_MISMATCH
