query_id,variant,method,schema_hit,schema_miss,n_expected_scalar,n_filled,full_coverage,all_types_correct,inst_ready,any_type_mismatch,any_slot_comparable,param_coverage,type_match,n_numeric_mentions,ambiguity_bucket,slot_count_bucket,predicted_doc_id,gold_doc_id,query_text_preview
nlp4lp_test_114,orig,tfidf,1,0,5,5,1,0,0,1,1,1.0000,0.4000,4,medium,4+,nlp4lp_test_114,nlp4lp_test_114,A patient takes anxiety medication and anti-depressants one after the other. Each unit of anxiety medication takes 3 min
nlp4lp_test_115,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,15,high,3,nlp4lp_test_115,nlp4lp_test_115,"A pharmacy makes eye cream and foot cream using two different machines, machine 1 and machine 2. Machine 1 can  make 30 "
nlp4lp_test_116,orig,tfidf,1,0,4,4,1,1,1,0,1,1.0000,1.0000,8,high,4+,nlp4lp_test_116,nlp4lp_test_116,A woman eats cashews and almonds to get her calorie and protein intake. A serving of almonds contains 200 calories and 2
nlp4lp_test_117,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,9,high,0,nlp4lp_test_131,nlp4lp_test_117,A company make both liquid and foam hand sanitizer. Liquid hand sanitizer requires 40 units of water and 50 units of alc
nlp4lp_test_118,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,5,medium,4+,nlp4lp_test_118,nlp4lp_test_118,A clinic is conducting a throat or nasal swabs on each patient. A throat swab takes 5 minutes while a nasal swab takes 3
nlp4lp_test_119,orig,tfidf,1,0,4,4,1,1,1,0,1,1.0000,1.0000,14,high,4+,nlp4lp_test_119,nlp4lp_test_119,"A patient in the hospital can take two different pain killers, pain killer 1 and pain killer 2. Per dose, pain killer 1 "
nlp4lp_test_120,orig,tfidf,1,0,9,9,1,0,1,1,1,1.0000,0.8889,9,high,4+,nlp4lp_test_120,nlp4lp_test_120,"A zookeeper feeds a gorilla with bananas and mangoes. Each banana contains 80 calories, 20 grams of potassium, and 10 gr"
nlp4lp_test_121,orig,tfidf,1,0,4,4,1,1,1,0,1,1.0000,1.0000,15,high,4+,nlp4lp_test_121,nlp4lp_test_121,"In a science club, there are two tables that can be set up to make slime. At table 1, 3 units of powder and 5 units of g"
nlp4lp_test_122,orig,tfidf,1,0,7,7,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_122,nlp4lp_test_122,A pharmaceutical company has 800 units of painkiller medicine and makes daytime and nighttime painkiller. A daytime pill
nlp4lp_test_123,orig,tfidf,1,0,7,7,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_123,nlp4lp_test_123,A competitive eater challenges himself to eat slices of cheesecake and caramel cake. Each slice of cheesecake contains 2
nlp4lp_test_124,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,4,medium,4+,nlp4lp_test_124,nlp4lp_test_124,Both sulfate and ginger need to be added to a shampoo. One unit of sulfate takes 0.5 minutes to be effective while one u
nlp4lp_test_125,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,15,high,3,nlp4lp_test_125,nlp4lp_test_125,"A pharmaceutical company has two labs, lab 1 and lab 2, where they make heart and lung medication in pill form. At lab 1"
nlp4lp_test_126,orig,tfidf,1,0,9,9,1,1,1,0,1,1.0000,1.0000,9,high,4+,nlp4lp_test_126,nlp4lp_test_126,A doctor suggests that his patient eat oranges and grapefruit to meet his vitamin C and vitamin A requirements. One oran
nlp4lp_test_127,orig,tfidf,1,0,9,9,1,1,1,0,1,1.0000,1.0000,9,high,4+,nlp4lp_test_127,nlp4lp_test_127,"A university research lab can make two types of diabetes medicine, medicine A and medicine B. Per dose, medicine A takes"
nlp4lp_test_128,orig,tfidf,1,0,5,4,0,0,0,1,1,0.8000,0.7500,4,medium,4+,nlp4lp_test_128,nlp4lp_test_128,A popup clinic is doing virus testing with either spit tests or swabs. A spit test takes 10 minutes to administer while 
nlp4lp_test_129,orig,tfidf,1,0,8,8,1,0,0,1,1,1.0000,0.2500,14,high,4+,nlp4lp_test_129,nlp4lp_test_129,"A patient is undergoing radiation treatment involving two beams, Beam 1 and Beam 2. Beam 1 delivers a dose of 0.3 units "
nlp4lp_test_130,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,9,high,0,nlp4lp_test_120,nlp4lp_test_130,"A body builder buys pre prepared meals, a turkey dinner and a tuna salad sandwich. The turkey dinner contains 20 grams o"
nlp4lp_test_131,orig,tfidf,1,0,4,4,1,1,1,0,1,1.0000,1.0000,17,high,4+,nlp4lp_test_131,nlp4lp_test_131,"A chemistry teacher teaches her students two experiments, experiment 1 and experiment 2. In experiment 1, 3 units of the"
nlp4lp_test_132,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,7,high,2,nlp4lp_test_132,nlp4lp_test_132,"A lab has 1000 units of medicinal ingredients to make two pills, a large pill and a small pill. A large pill requires 3 "
nlp4lp_test_133,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,4,medium,4+,nlp4lp_test_133,nlp4lp_test_133,Both chorine and water softener need to be added to a pool. One unit of chlorine takes 1 minute to be effective while on
nlp4lp_test_134,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,15,high,3,nlp4lp_test_134,nlp4lp_test_134,"A drug company is making pain killers and sleeping pills using two processes, process 1 and process 2. Process 1 produce"
nlp4lp_test_135,orig,tfidf,1,0,9,9,1,0,0,1,1,1.0000,0.6667,9,high,4+,nlp4lp_test_135,nlp4lp_test_135,A dietician recommends her client eat blueberries and strawberries to meet her anti-oxidant and mineral requirement. A p
nlp4lp_test_136,orig,tfidf,1,0,9,9,1,1,1,0,1,1.0000,1.0000,9,high,4+,nlp4lp_test_136,nlp4lp_test_136,An engineering school has a bridge building competition where students must build as many beam bridges and truss bridges
nlp4lp_test_137,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,5,medium,4+,nlp4lp_test_137,nlp4lp_test_137,A clinic administers two vaccines available for the public to take one at a time. One vaccine is taken as a pill and ano
nlp4lp_test_138,orig,tfidf,1,0,6,4,0,0,0,1,1,0.6667,0.5000,6,high,4+,nlp4lp_test_138,nlp4lp_test_138,A chocolate company can transport their boxes of chocolate either using their own vans or by renting trucks. Their vans 
nlp4lp_test_139,orig,tfidf,1,0,7,6,0,0,0,1,1,0.8571,0.6667,6,high,4+,nlp4lp_test_139,nlp4lp_test_139,A bee farmer transports his honey in small and large bottles. A small bottle can take 5 units of honey while a large bot
nlp4lp_test_140,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_140,nlp4lp_test_140,An international goods exporter uses ships and planes to transport goods. A ship can take 40 containers worth of goods a
nlp4lp_test_141,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_141,nlp4lp_test_141,There has been an oil spill in the ocean and ducks need to be taken to shore to be cleaned either by boat or by canoe. A
nlp4lp_test_142,orig,tfidf,1,0,6,6,1,0,0,1,1,1.0000,0.5000,6,high,4+,nlp4lp_test_142,nlp4lp_test_142,A soda company sends bottles of their soda to stores around the city in old and new vans. An old van can take 100 soda b
nlp4lp_test_143,orig,tfidf,1,0,8,8,1,1,1,0,1,1.0000,1.0000,8,high,4+,nlp4lp_test_143,nlp4lp_test_143,A lawn mowing service provides neighborhood services using small teams and large teams. A small team requires 3 employee
nlp4lp_test_144,orig,tfidf,1,0,7,7,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_144,nlp4lp_test_144,An aquarium does shows using otters and dolphins. An otter will do 3 tricks at a time and requires 3 treats to do so. A 
nlp4lp_test_145,orig,tfidf,1,0,3,3,1,0,0,1,1,1.0000,0.6667,3,medium,3,nlp4lp_test_145,nlp4lp_test_145,A shoe company supplies shoes to stores via vans and trucks. A van can transport 50 pairs of shoes while a truck can tra
nlp4lp_test_146,orig,tfidf,1,0,5,4,0,0,0,1,1,0.8000,0.5000,4,medium,4+,nlp4lp_test_146,nlp4lp_test_146,An oil and gas company is sending their oil to the port using containers and trucks. A container can hold 30 units of oi
nlp4lp_test_147,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.2500,4,medium,4+,nlp4lp_test_147,nlp4lp_test_147,A school is organizing a field trip to a science center and wants to hire small buses and large buses. A small bus can c
nlp4lp_test_148,orig,tfidf,1,0,3,3,1,0,0,1,1,1.0000,0.6667,6,high,3,nlp4lp_test_148,nlp4lp_test_148,A meat shop ships their burger patties using refrigerated trucks and vans. Each truck can take 1000 patties at a cost of
nlp4lp_test_149,orig,tfidf,1,0,7,6,0,1,1,0,1,0.8571,1.0000,6,high,4+,nlp4lp_test_149,nlp4lp_test_149,A florist transports his flowers to stores in small bouquets and large bouquets. A small bouquet has 5 flowers while a l
nlp4lp_test_150,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_150,nlp4lp_test_150,"A toy store decides to deliver gifts using two shipping companies, a new one and an old one. The new company can deliver"
nlp4lp_test_151,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_151,nlp4lp_test_151,A zoo needs to transport their monkeys to the vet either by bus or by car. A bus can transport 20 monkeys per trip and t
nlp4lp_test_152,orig,tfidf,1,0,6,6,1,0,0,1,1,1.0000,0.6667,6,high,4+,nlp4lp_test_152,nlp4lp_test_152,A farmer decides to move his cows to a nearby farm using helicopters and trucks. A helicopter can take 3 cows per trip a
nlp4lp_test_153,orig,tfidf,1,0,8,7,0,0,0,1,1,0.8750,0.7143,7,high,4+,nlp4lp_test_153,nlp4lp_test_153,A sand company delivers sand for playgrounds in small and large containers. A small container requires 1 person to unloa
nlp4lp_test_154,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_154,nlp4lp_test_154,A meal service company delivers meals to customers either on electric bikes or scooters. A bike can hold 8 meals and req
nlp4lp_test_155,orig,tfidf,1,0,3,3,1,0,0,1,1,1.0000,0.3333,3,medium,3,nlp4lp_test_155,nlp4lp_test_155,A car manufacturer ships their cars on large and small planes. A large plane can carry 30 cars while a small plane can c
nlp4lp_test_156,orig,tfidf,1,0,5,4,0,0,0,1,1,0.8000,0.7500,4,medium,4+,nlp4lp_test_156,nlp4lp_test_156,A mine sends ore to the surface in small and large wagons. A small wagon hold 20 units of ore while a large wagon holds 
nlp4lp_test_157,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_157,nlp4lp_test_157,A theme park transports its visitors around the park either by scooter or rickshaw. A scooter can carry 2 people while a
nlp4lp_test_158,orig,tfidf,1,0,6,6,1,0,1,1,1,1.0000,0.8333,6,high,4+,nlp4lp_test_158,nlp4lp_test_158,A company in the middle east delivers their packages to customers on camels and horses. A camel can carry 50 packages wh
nlp4lp_test_159,orig,tfidf,1,0,7,6,0,0,0,1,1,0.8571,0.6667,6,high,4+,nlp4lp_test_159,nlp4lp_test_159,A snack exporter sends snacks to his customer in small and large suitcases. A small suitcase can hold 50 snacks while a 
nlp4lp_test_160,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,7,high,4+,nlp4lp_test_160,nlp4lp_test_160,A mail delivery service in an island village delivers mail by regular and speed boats. A regular boat can carry 20 piece
nlp4lp_test_161,orig,tfidf,0,1,5,5,1,0,1,1,0,1.0000,0.8000,7,high,4+,nlp4lp_test_151,nlp4lp_test_161,A chicken farmer has sold his chicken and they need to be transported either by bus or by car. A bus can take 100 chicke
nlp4lp_test_162,orig,tfidf,1,0,6,6,1,0,0,1,1,1.0000,0.6667,6,high,4+,nlp4lp_test_162,nlp4lp_test_162,Children can go to school either by van or by minibus. A van can take 6 kids and produces 7 units of pollution. A minibu
nlp4lp_test_163,orig,tfidf,1,0,8,8,1,0,0,1,1,1.0000,0.5000,7,high,4+,nlp4lp_test_163,nlp4lp_test_163,A recycling company collects recycling from neighborhoods using small and large bins. A small bin requires 2 workers whi
nlp4lp_test_164,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,7,high,4+,nlp4lp_test_164,nlp4lp_test_164,A toy store hires seasonal and full-time volunteers to deliver gifts and gives them points for service. A seasonal volun
nlp4lp_test_165,orig,tfidf,1,0,4,3,0,0,0,1,1,0.7500,0.6667,3,medium,4+,nlp4lp_test_165,nlp4lp_test_165,A jam company sends its product out in small and large jars. A small jar can hold 50 ml of jam while a large jar can hol
nlp4lp_test_166,orig,tfidf,1,0,4,3,0,0,0,1,1,0.7500,0.0000,3,medium,4+,nlp4lp_test_166,nlp4lp_test_166,A corn farmer sends his corn to the city by either tractor or car.  A tractor can carry 40 kg of corn while a car can ca
nlp4lp_test_167,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_167,nlp4lp_test_167,A village hosts a banquet and provides bike and car transportation for everyone. A bike can take 3 people while a car ca
nlp4lp_test_168,orig,tfidf,1,0,6,3,0,0,0,1,1,0.5000,0.3333,6,high,4+,nlp4lp_test_168,nlp4lp_test_168,An industrial tire company delivers large tires for equipment to remote engineering sites either by cargo planes or ultr
nlp4lp_test_169,orig,tfidf,1,0,7,6,0,0,0,1,1,0.8571,0.6667,6,high,4+,nlp4lp_test_169,nlp4lp_test_169,A water salesman collects water from a glacier and transports it in either small or large kegs. A small keg can hold 40 
nlp4lp_test_170,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,7,high,4+,nlp4lp_test_170,nlp4lp_test_170,A tropical city full of islands sends mail either by submarine or by boat. A submarine can carry 100 pieces of mail per 
nlp4lp_test_171,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_171,nlp4lp_test_171,The weather is freezing and the fish in the pond need to be transported either by helicopter or car. A helicopter can ta
nlp4lp_test_172,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_172,nlp4lp_test_172,A tourist spot in the mountains allows visitors to travel to the top either by hot-air balloon or gondola lift. A hot ai
nlp4lp_test_173,orig,tfidf,1,0,8,8,1,0,0,1,1,1.0000,0.7500,7,high,4+,nlp4lp_test_173,nlp4lp_test_173,A factory transports rice to the city in horse-drawn carts that are either medium or large size. A medium sized cart req
nlp4lp_test_174,orig,tfidf,1,0,4,4,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_174,nlp4lp_test_174,A dog school trains labradors and golden retrievers to deliver newspaper. A labrador can deliver 7 newspapers at a time 
nlp4lp_test_175,orig,tfidf,1,0,5,3,0,0,0,1,1,0.6000,0.6667,3,medium,4+,nlp4lp_test_175,nlp4lp_test_175,A construction company in the tropics uses cows and elephants to carry bricks. A cow can carry 20 bricks on its back whi
nlp4lp_test_176,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_176,nlp4lp_test_176,A farmer on an island sends corn to the main land either by ferry or light rail. Each ferry trip can take 20 boxes of co
nlp4lp_test_177,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,5,medium,4+,nlp4lp_test_177,nlp4lp_test_177,A factory provides rides for its employees in either taxis or company cars. Each taxi ride can take 2 employees while ea
nlp4lp_test_178,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,6,high,3,nlp4lp_test_178,nlp4lp_test_178,"A chemical company is transporting their hydrogen using two different methods, high pressure tube trailers and liquefied"
nlp4lp_test_179,orig,tfidf,1,0,7,6,0,0,0,1,1,0.8571,0.0000,7,high,4+,nlp4lp_test_179,nlp4lp_test_179,A grape farmer transports his grapes in either small crates or large crates. A small crate can take 200 grapes while a l
nlp4lp_test_180,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_180,nlp4lp_test_180,A shipping company need to transport packages by either truck or car. A truck can transport 50 packages per trip while a
nlp4lp_test_181,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_181,nlp4lp_test_181,There has been a horrible accident and patients need to be taken to the hospital by either a helicopter or bus. A helico
nlp4lp_test_182,orig,tfidf,1,0,6,6,1,0,0,1,1,1.0000,0.6667,6,high,4+,nlp4lp_test_182,nlp4lp_test_182,Employees have the option of car-pooling to work or taking the company bus. A car can take 4 employees and produces 10 u
nlp4lp_test_183,orig,tfidf,1,0,8,7,0,0,0,1,1,0.8750,0.7143,7,high,4+,nlp4lp_test_183,nlp4lp_test_183,A snow removal company removes snow from neighborhoods using small trucks and large trucks. A small truck requires 2 peo
nlp4lp_test_184,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.5714,6,high,4+,nlp4lp_test_184,nlp4lp_test_184,A magic school sends letters to student either by carrier pigeons or owls. A carrier pigeon can carry two letters at a t
nlp4lp_test_185,orig,tfidf,1,0,3,3,1,0,0,1,1,1.0000,0.6667,3,medium,3,nlp4lp_test_185,nlp4lp_test_185,An international shipping company uses large and small ships to transport containers around the world. A large ship can 
nlp4lp_test_186,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.7500,4,medium,4+,nlp4lp_test_186,nlp4lp_test_186,A large fishing boat sends fish back to shore either by small canoes or smaller diesel boats. A canoe can carry back 10 
nlp4lp_test_187,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_187,nlp4lp_test_187,A volunteer organization transports voters to the polls on Election Day either by vans or cars. They have vans which can
nlp4lp_test_188,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,11,high,0,nlp4lp_test_120,nlp4lp_test_188,A car manufacturing company makes hamburgers and chicken wraps for workers. They need to ensure workers get at least 220
nlp4lp_test_189,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,7,high,2,nlp4lp_test_189,nlp4lp_test_189,"A meat processing plant uses two machines, a meat slicer and a meat packer, to make their hams and pork ribs. To produce"
nlp4lp_test_190,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,8,high,3,nlp4lp_test_190,nlp4lp_test_190,An appliance company sells and installs refrigerators and stoves. Each refrigerator takes 60 minutes of mover time and 2
nlp4lp_test_191,orig,tfidf,1,0,8,8,1,0,0,1,1,1.0000,0.7500,8,high,4+,nlp4lp_test_191,nlp4lp_test_191,An office company makes desks and drawers. Each desk requires 40 minutes of assembly and 20 minutes of sanding. Each dra
nlp4lp_test_192,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,8,high,2,nlp4lp_test_192,nlp4lp_test_192,A milk tea shop owner would like to sell two different milk teas: black milk tea and matcha milk tea. Each contains both
nlp4lp_test_193,orig,tfidf,1,0,8,8,1,1,1,0,1,1.0000,1.0000,8,high,4+,nlp4lp_test_193,nlp4lp_test_193,A young boy is trying to grow taller by drinking milk and eating vegetables. He wants to get a minimum of 100 units of c
nlp4lp_test_194,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,8,high,0,nlp4lp_test_259,nlp4lp_test_194,Bob wants to design a diet consisting of protein bars and noodles. Assume that each serving of noodles costs $5 and cont
nlp4lp_test_195,orig,tfidf,1,0,8,5,0,1,0,0,1,0.6250,1.0000,7,high,4+,nlp4lp_test_195,nlp4lp_test_195,A toy store sells plush toys and dolls. Each plush toy costs the store $3 and each doll costs the store $2. The store ow
nlp4lp_test_196,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,7,high,2,nlp4lp_test_196,nlp4lp_test_196,Forest Paper makes two types of products: graph paper and music paper. Each type of paper requires the use of two machin
nlp4lp_test_197,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,8,high,2,nlp4lp_test_197,nlp4lp_test_197,"Calcium and Magnesium are found in two health supplements, health supplement A and health supplement B. One serving of h"
nlp4lp_test_198,orig,tfidf,1,0,11,11,1,1,1,0,1,1.0000,1.0000,11,high,4+,nlp4lp_test_198,nlp4lp_test_198,"Lucy has a dog and she wants his food to be mixed.  In order to keep the dog healthy but also keep the food tasty, the m"
nlp4lp_test_199,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,11,high,2,nlp4lp_test_199,nlp4lp_test_199,"Maple Oil processes three types of crude oil: light oil, non-sticky oil and heavy oil. Each tank of light oil produces a"
nlp4lp_test_200,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.5714,7,high,4+,nlp4lp_test_200,nlp4lp_test_200,A flooring company produces engineered laminate planks and carpets. The chief marketer reports an expected demand of at 
nlp4lp_test_201,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,8,high,0,nlp4lp_test_193,nlp4lp_test_201,A man takes two supplements to get his daily iron and calcium requirements. A pill of supplement A has 5 units of iron a
nlp4lp_test_202,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_202,nlp4lp_test_202,A fashion company sells regular handbags and premium handbags made of higher quality material. They can sell regular han
nlp4lp_test_203,orig,tfidf,1,0,3,3,1,0,0,1,1,1.0000,0.3333,8,high,3,nlp4lp_test_203,nlp4lp_test_203,"A woman has $100000 to gamble on two sports bets: a basketball tournament, a horse race, and a soccer game. Based on sim"
nlp4lp_test_204,orig,tfidf,1,0,8,8,1,0,0,1,1,1.0000,0.5000,8,high,4+,nlp4lp_test_204,nlp4lp_test_204,A repairman fixes washing machines and freezers. Each washing machine takes 30 minutes of inspection and 90 minutes of f
nlp4lp_test_205,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,11,high,3,nlp4lp_test_205,nlp4lp_test_205,"A small bakery has 20000 grams of batter and 14000 grams of milk to make their crepe cakes, sponge cakes, and birthday c"
nlp4lp_test_206,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,8,high,4+,nlp4lp_test_206,nlp4lp_test_206,Super Shop sells cat paw snacks and gold shark snacks in bulk. It plans to sell them into two snack mix products. The fi
nlp4lp_test_207,orig,tfidf,1,0,5,5,1,0,0,1,1,1.0000,0.6000,6,high,4+,nlp4lp_test_207,nlp4lp_test_207,A taco stand sells regular tacos and deluxe tacos with extra meat. The stand makes x1 regular tacos at a profit of $2.50
nlp4lp_test_208,orig,tfidf,1,0,7,7,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_208,nlp4lp_test_208,"A printing company sells math workbooks and English workbooks. To meet demand, they must make at least 40 math workbooks"
nlp4lp_test_209,orig,tfidf,1,0,7,7,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_209,nlp4lp_test_209,"A music company produces two types of digital keyboards, one is full-weighted and another is semi-weighted. Both keyboar"
nlp4lp_test_210,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_210,nlp4lp_test_210,Platinum Database sells two types of subscription software packages: a personal license and a commercial license which w
nlp4lp_test_211,orig,tfidf,1,0,5,5,1,0,0,1,1,1.0000,0.6000,6,high,4+,nlp4lp_test_211,nlp4lp_test_211,Zeta Bakery sells two types of cookies. They sell a strawberry cookie and a sugar cookie. Let's say they make x1 strawbe
nlp4lp_test_212,orig,tfidf,1,0,10,10,1,0,0,1,1,1.0000,0.5000,9,high,4+,nlp4lp_test_212,nlp4lp_test_212,"A food company would like to run its commercials on three streaming platforms: Pi TV, Beta Video and Gamma Live. The cos"
nlp4lp_test_213,orig,tfidf,1,0,5,5,1,0,1,1,1,1.0000,0.8000,5,medium,4+,nlp4lp_test_213,nlp4lp_test_213,A disease testing station is conducting a temperature check and/or a blood test on each patient. A temperature check tak
nlp4lp_test_214,orig,tfidf,1,0,5,4,0,0,0,1,1,0.8000,0.5000,4,medium,4+,nlp4lp_test_214,nlp4lp_test_214,The government is reworking the pipes to transport water to houses in the area. The water can be transported through wid
nlp4lp_test_215,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.5714,7,high,4+,nlp4lp_test_215,nlp4lp_test_215,A concert organizer has to transport equipment using carts or trolleys. Carts can transport 5 kg/min of equipment and re
nlp4lp_test_216,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,5,medium,4+,nlp4lp_test_216,nlp4lp_test_216,Both subsoil and topsoil need to be added to a garden bed. One bag of subsoil requires 10 units of water to hydrate whil
nlp4lp_test_217,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,6,high,4+,nlp4lp_test_217,nlp4lp_test_217,"An extremely large ski resort is looking into purchasing two types of ski lifts, a densely-seated one and a loosely-seat"
nlp4lp_test_218,orig,tfidf,1,0,8,8,1,0,1,1,1,1.0000,0.8750,8,high,4+,nlp4lp_test_218,nlp4lp_test_218,"A strata-management company is looking into purchasing two types of air conditioners, a low-power and a high-power model"
nlp4lp_test_219,orig,tfidf,1,0,4,4,1,1,1,0,1,1.0000,1.0000,4,medium,4+,nlp4lp_test_219,nlp4lp_test_219,A student takes calcium pills and vitamin D pills one after the other. Each calcium pill takes 5 minutes to be effective
nlp4lp_test_220,orig,tfidf,1,0,7,7,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_220,nlp4lp_test_220,An amusement park has two types of games: throwing and climbing games. Throwing games attract 15 customers every hour an
nlp4lp_test_221,orig,tfidf,1,0,11,11,1,0,1,1,1,1.0000,0.9091,11,high,4+,nlp4lp_test_221,nlp4lp_test_221,"In a science fair, there are two types of tables that can be used to display the children’s science experiments. At the "
nlp4lp_test_222,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,8,high,0,nlp4lp_test_214,nlp4lp_test_222,"An oil and gas company has two types of pipes, a high-volume and a low-volume one. Every day, the high-volume pipe allow"
nlp4lp_test_223,orig,tfidf,1,0,7,6,0,0,0,1,1,0.8571,0.6667,6,high,4+,nlp4lp_test_223,nlp4lp_test_223,A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hou
nlp4lp_test_224,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,7,high,4+,nlp4lp_test_224,nlp4lp_test_224,A dentist has 3000 units of resin to fill cavities in both molars and canines. Molars require 20 units of resin and 3 un
nlp4lp_test_225,orig,tfidf,1,0,10,10,1,0,1,1,1,1.0000,0.8000,10,high,4+,nlp4lp_test_225,nlp4lp_test_225,"A food delivery person can either have shifts on bikes or scooters. A shift on a bike can deliver 10 orders, takes 5 uni"
nlp4lp_test_226,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,7,high,4+,nlp4lp_test_226,nlp4lp_test_226,"A singer has two types of concerts he can hold, pop and R&B. Each pop concert will bring in 100 audience members and tak"
nlp4lp_test_227,orig,tfidf,1,0,10,10,1,0,1,1,1,1.0000,0.9000,9,high,4+,nlp4lp_test_227,nlp4lp_test_227,A neighbourhood pizza restaurant has opened and sells pizzas in two sizes; large pizza and medium pizza. Large pizzas re
nlp4lp_test_228,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_228,nlp4lp_test_228,A party organizer needs to transport party goers either by limousine or bus. Limousines can carry 12 people and buses ca
nlp4lp_test_229,orig,tfidf,1,0,5,5,1,0,1,1,1,1.0000,0.8000,4,medium,4+,nlp4lp_test_229,nlp4lp_test_229,A hospital purchases two pills available for the patients to take one at a time. One pill is taken as a prevention and a
nlp4lp_test_230,orig,tfidf,1,0,7,7,1,0,1,1,1,1.0000,0.8571,5,medium,4+,nlp4lp_test_230,nlp4lp_test_230,A dim sum restaurant can deliver their food by cart or by hand. Servers can deliver by cart and have 70 customer interac
